loan_id,asof_date,grossapproval,exposure_at_default,collateral_value,total_assets,total_debt,current_assets,current_liabilities,maturity_years,days_past_due,loanstatus,origination_pd,default_flag,loss_severity
14,2017-10-01,309587.43132391677,309587.43132391677,140110.89447639196,451694.58147388534,211770.72529482382,21776.384680439827,28697.413704879145,4.801318272547327,0,PIF,0.038082599716706245,0,0.0
15,2019-07-01,412785.93445012637,412785.93445012637,458616.23263702076,767459.2078345292,373883.2507708474,35966.59790218149,45695.98745042683,2.1178486775587433,0,PIF,0.03169399079554535,0,0.0
16,2012-10-01,126653.53714633349,126653.53714633349,109086.39027172109,141196.29755883565,111310.71779096288,116631.30002396622,154763.1479314414,3.659047763212762,0,PIF,0.24592150874319146,0,0.0
17,2003-01-01,490385.3647551975,490385.3647551975,344882.12131163426,736882.4287384308,690907.7759188503,139904.67923983216,129859.38007470113,1.6992629849478669,15,CHGOFF,0.25296837754957563,1,0.4510006565166576
18,2020-10-01,274387.7960943418,274387.7960943418,273247.617165723,110614.49733220982,66595.92564246415,19436.909275273407,16930.317173064173,4.269823398418413,0,PIF,0.0905504732189236,0,0.0
19,2011-04-01,272152.4343217906,272152.4343217906,263329.76223928016,103017.40976944471,21968.847626998646,45254.46764556152,40373.9607613291,4.367653366241695,15,PIF,0.010107588224560156,0,0.0
20,2012-07-01,486898.127845582,486898.127845582,606619.0157315393,458278.9164194443,106468.44828175334,70625.4414285484,122298.33940124768,4.9133656207859815,0,PIF,0.06304435402342533,0,0.0
21,2009-04-01,221329.56254771526,221329.56254771526,280011.65771876473,261458.8575381345,241797.30247605577,70756.89068729544,67455.5966559385,4.97013384868333,0,PIF,0.07617808177536067,0,0.0
22,2004-07-01,228886.26104974683,228886.26104974683,231773.75235225007,566849.3397453551,393046.4904205752,192097.33269381258,239849.91631167915,1.3034308311041123,0,PIF,0.045797886822493666,0,0.0
23,2023-01-01,313138.7162622215,313138.7162622215,355736.33314132213,101169.93525340575,76077.29187362672,48716.41360906029,55146.028385782294,3.631854405112298,0,PIF,0.07985842629124829,0,0.0
24,2019-07-01,107623.67474650411,107623.67474650411,119804.80103209688,109019.4247376424,75290.0146077866,21878.86640103069,35590.58263014906,2.0921847086091696,0,PIF,0.029466852771392785,0,0.0
25,2016-01-01,194488.5318853347,194488.5318853347,163793.02526052773,676261.7668609911,198614.07837450717,77072.81756934062,70657.54761529386,1.5023111425245808,0,CHGOFF,0.12737542407098185,1,0.3573097870629204
26,2010-01-01,136943.74510030873,136943.74510030873,141601.5386473468,252335.43324369556,128360.44306799099,35543.9744956391,35821.29647892243,1.5951816748603922,0,PIF,0.04230345758685859,0,0.0
27,2020-07-01,96477.56559817232,96477.56559817232,45386.2409319645,618262.0414018015,487477.57866258395,34050.57337579993,53796.90962955726,4.745748955713621,0,PIF,0.059387791692007606,0,0.0
28,2013-07-01,439765.072848959,439765.072848959,475922.106306961,694936.172430622,585893.9949866871,87415.62561225439,54664.544983373744,3.7345969533813803,0,PIF,0.027841394252859246,0,0.0
29,2011-01-01,315199.02475736424,315199.02475736424,398931.5531647752,128651.5558944733,43724.59997708017,68214.31645749023,84040.8814838136,1.2018438038761645,0,PIF,0.14438001662012762,0,0.0
30,2011-04-01,211402.75618756004,211402.75618756004,100728.60979044875,711198.2426606761,445757.3190662395,27428.08746951831,26327.439206452884,4.936920312584371,0,PIF,0.034229710541820696,0,0.0
31,2005-07-01,233901.21981502077,233901.21981502077,269572.1396563735,300105.39872825454,82733.51313907099,124817.65159121537,222188.9229173723,4.231248945442859,60,PIF,0.21822231093137226,0,0.0
32,2002-04-01,244183.5516593096,244183.5516593096,302709.95954469853,399427.6857237936,366124.0038294927,105322.95554386651,148498.8123869269,2.2367172226029,0,PIF,0.37799485741926486,0,0.0
33,2013-10-01,334917.1319651192,334917.1319651192,202145.93361544062,151044.1376821597,53131.804132813944,24648.937100748022,10223.855761397317,2.883466774422802,0,PIF,0.013023987407236709,0,0.0
34,2022-01-01,467046.22617004695,467046.22617004695,407418.46663024795,767676.5863591792,561408.107998119,173921.45006268742,273972.10530271946,3.906303916808169,0,PIF,0.17882458509652102,0,0.0
35,2001-07-01,469750.82884564216,469750.82884564216,580176.2849544937,539797.6047871264,180773.01170123433,64095.48106034322,88737.08609284037,3.7041283433577856,0,PIF,0.06298870050604422,0,0.0
36,2021-04-01,226171.39078879854,226171.39078879854,285926.64213859715,493825.5278346812,317452.35998850805,192662.3491399641,228371.4065365856,2.852323595256943,0,PIF,0.11990721342399216,0,0.0
37,2020-07-01,198168.1068189963,198168.1068189963,102075.23172993654,874214.9449402596,592203.209632951,186992.34018570188,136612.83888040888,3.0495596027962675,0,PIF,0.06167613077534446,0,0.0
38,2006-10-01,252970.92508336477,252970.92508336477,180647.499650435,354294.72315135004,146232.48366360212,92478.35898156303,56323.32591028292,1.17283072166573,90,DELQ,0.029232005866987237,0,0.0
39,2015-10-01,305570.4036928216,305570.4036928216,314227.26732633123,810439.0149108907,652457.7812538863,53427.71868328364,68374.62456445061,3.0025329779477943,15,PIF,0.13584339118574354,0,0.0
40,2004-01-01,257818.06015238672,257818.06015238672,154536.8283307136,670144.0624729755,575182.4498084615,168622.0153807423,171305.86778091153,2.3609875668961458,0,PIF,0.0361995812636283,0,0.0
41,2018-10-01,346439.03441751545,346439.03441751545,239837.5144591753,841393.0713988359,701768.8926115831,78644.3099082649,126323.87276501124,2.1402048018998254,30,PIF,0.16522967968396582,0,0.0
42,2017-07-01,299479.56052089366,299479.56052089366,126069.50098120165,824397.683265217,341827.08109376,41074.631987546665,31517.509774398346,2.078489699072744,0,PIF,0.11137760269377925,0,0.0
43,2008-10-01,194321.99601233425,194321.99601233425,104578.17392768105,892644.4401213771,665441.6210311276,114805.46600559882,148389.2762867472,3.5957875894257936,120,DELQ,0.115224918578659,0,0.0
44,2001-07-01,205578.86259318466,205578.86259318466,186274.29711577418,187974.9366704692,112332.43187197471,102986.4641132405,77073.0358958954,2.7170304828852743,0,CHGOFF,0.15189944272219993,1,0.3469004141271933
45,2024-04-01,220366.75440187892,220366.75440187892,217674.10617995617,732733.4415151079,457300.88962275715,171503.39697465173,221384.1156543426,2.703209633711698,120,DELQ,0.07418913745239099,0,0.0
46,2011-01-01,92587.89571222491,92587.89571222491,91108.4011344272,739685.3710569526,393468.2867315849,148563.4621694731,69480.53126266442,1.636747965405915,0,PIF,0.025114855074916342,0,0.0
47,2022-04-01,124728.1845862879,124728.1845862879,137266.41346102097,608386.2931063592,383410.46773279354,176466.5024989832,167359.13645752848,4.847454272974468,0,PIF,0.025481678923471255,0,0.0
48,2016-10-01,375401.2109654237,375401.2109654237,290467.9154342474,308665.98575532564,79797.35739282964,149593.55335360114,96003.1381880183,1.8957048098022056,30,PIF,0.014965849693014887,0,0.0
49,2019-04-01,225093.520184936,225093.520184936,145442.29732493346,871421.5827352183,415735.87979438493,132013.24252308143,164793.1332442338,2.6244368264031386,0,PIF,0.20673767422271014,0,0.0
50,2018-10-01,146542.53765206464,146542.53765206464,60671.92685119038,247626.15306997186,72340.86290468676,105033.65893263242,88587.41240966613,1.7608190567189559,0,PIF,0.03033934035613545,0,0.0
51,2004-10-01,303202.5847586858,303202.5847586858,177666.66151606353,489651.81025392,183171.11577992325,197635.12500432503,292528.77347697184,3.8125714095565915,0,PIF,0.02634946598307467,0,0.0
52,2009-01-01,389992.79411304224,389992.79411304224,265643.2137999964,507619.43251173274,128047.82862999513,192241.31656003275,107738.20563120338,2.7445149858434172,0,PIF,0.009524402609990849,0,0.0
53,2011-07-01,165840.06305541715,165840.06305541715,92934.47790623215,212700.06276555185,68063.27226933485,171282.06649179242,201889.8795130486,2.654599756072406,0,PIF,0.008846925891256548,0,0.0
54,2012-04-01,422055.446865685,422055.446865685,176474.05427370837,672473.6343132575,521532.49187932943,157310.6506192503,193672.85147633706,4.500379541556269,0,PIF,0.07586923233438592,0,0.0
55,2001-01-01,467377.1868312723,467377.1868312723,253179.55310263243,152871.0746277966,90173.9338682865,119736.3145225173,51599.854619853395,4.037919399173813,0,PIF,0.0443438932253426,0,0.0
56,2013-07-01,318827.53808322834,318827.53808322834,318664.80793734925,648340.178654303,109514.05374227927,59353.13849997929,26731.466232173512,3.0795002115567236,0,PIF,0.007826529413259791,0,0.0
57,2003-10-01,351026.4465462108,351026.4465462108,339311.5970060067,775864.7069583223,605810.3600874209,176333.41514671332,146627.62523950063,2.874361616164548,0,PIF,0.059429701896235074,0,0.0
58,2018-07-01,73659.19564537492,73659.19564537492,91493.21208908712,366505.0685675676,321635.5817332741,12055.065627001966,15101.44840226871,4.8396055911882225,0,PIF,0.06844795292969126,0,0.0
59,2017-01-01,475483.9509598579,475483.9509598579,531758.1718359678,661725.0630513441,565340.4538813137,53213.59369084731,93000.43948839647,4.825848658764947,0,PIF,0.24025190156042703,0,0.0
60,2023-01-01,226618.1304192247,226618.1304192247,206444.69892705657,208554.68668123684,168598.42551499658,86709.16456604926,45704.133056906496,3.8190834716395505,0,CHGOFF,0.05809674460270137,1,0.3592024081448206
61,2018-07-01,465755.1802454434,465755.1802454434,243962.8953767223,773678.1811913605,730176.6974302164,121369.85949447367,168027.8175786654,4.040591705945731,0,PIF,0.09941065150921455,0,0.0
62,2009-01-01,310539.88613760914,310539.88613760914,281866.0730352507,860665.9928136442,532856.8759227806,116567.07086846762,159673.87336628916,4.596371632615263,30,PIF,0.07858803532469874,0,0.0
63,2024-01-01,52078.459479497425,52078.459479497425,23718.382087359678,205208.82866981707,188806.50809215306,43405.00701320409,58043.95073348071,4.85723502348295,0,PIF,0.39065503893274484,0,0.0
64,2010-04-01,67343.89969554608,67343.89969554608,53053.28225862435,647324.7686573124,588467.0139352462,29911.657964571037,33579.015020755796,1.3290990650832932,0,CHGOFF,0.28420280043254226,1,0.47683373843032417
65,2008-01-01,356188.4625514649,356188.4625514649,267580.4439585157,494781.4991763512,198205.00781932365,52242.49624120314,91610.16002338857,4.989355329882327,30,CHGOFF,0.2688479802712961,1,0.40807040788492027
66,2022-07-01,303200.6062243699,303200.6062243699,238022.3082047488,515829.4521025505,433682.0668659002,76254.66989033189,84069.6445186147,3.8120888598775946,0,PIF,0.025382628116987275,0,0.0
67,2009-04-01,61939.596742733454,61939.596742733454,40374.912786277724,659321.5692525643,516893.69254466513,12670.20070481638,19938.02942312799,3.3709794167665104,0,PIF,0.10902219935364885,0,0.0
68,2001-10-01,384556.9825500734,384556.9825500734,391189.5917512948,480767.20945587853,370497.9720667035,141566.60590447258,108656.45338233595,2.652668501307591,0,PIF,0.045152014697031846,0,0.0
69,2011-07-01,433465.4016811318,433465.4016811318,501454.4588507245,572267.6414545277,496170.13267279766,57068.212790123376,87247.70413414948,2.3455595747441498,0,PIF,0.10372362806603871,0,0.0
70,2019-10-01,273387.8670976887,273387.8670976887,298448.04613054375,269338.8359173293,123182.6574220017,76766.84294418886,137809.07495926364,4.216840834095909,0,PIF,0.11533768733840487,0,0.0
71,2004-07-01,259590.84816076473,259590.84816076473,250499.16834725294,390375.4091206768,183493.6081513376,73631.3212109409,123267.695657861,3.61774022618645,0,PIF,0.11381385732558462,0,0.0
72,2011-07-01,52462.898975582364,52462.898975582364,46403.975529527175,789497.0870586317,522680.11000393203,107247.66216691914,88554.43822087998,1.8028206752859761,0,PIF,0.01760219584494939,0,0.0
73,2003-01-01,403992.3706221197,403992.3706221197,172898.9426621079,170120.0595516762,125930.29046112968,173361.9471979761,274712.8895880746,3.439644148536024,0,CHGOFF,0.07998228142546338,1,0.7740789379968572
74,2017-01-01,198822.23003574743,198822.23003574743,208890.7068240281,570011.7139655848,486670.1200748252,38384.09116605282,20472.537798791534,1.5646644068858615,0,PIF,0.11493948857341921,0,0.0
75,2011-10-01,445443.6289021428,445443.6289021428,396660.7120268999,231115.39103260997,196604.3756694928,74738.1515139413,100806.11498708173,2.9874993060245143,0,PIF,0.24171126570848758,0,0.0
76,2008-04-01,217877.26440112386,217877.26440112386,140240.39329220992,774162.470297165,562871.6229750515,141485.47346903887,124366.39986529275,3.3338305513385937,0,CHGOFF,0.09785462378263822,1,0.5770357044940141
77,2005-07-01,304285.0597838175,304285.0597838175,211495.71486647835,554816.0421599108,507941.97733385867,18403.968523282987,24332.588443916717,3.5427362829761293,0,CHGOFF,0.1455989097172988,1,0.34435833414504624
78,2014-01-01,171653.8046896974,171653.8046896974,213201.94000780815,410500.0017896223,120236.63898613151,167695.9406808225,163863.85544141254,1.5810487588937407,0,PIF,0.053104351758674846,0,0.0
79,2016-07-01,122264.74066321341,122264.74066321341,117609.63544652886,284856.23239449074,259296.61754883395,192746.77669451103,79536.2653949257,1.3823941146030814,0,PIF,0.06587516364718984,0,0.0
80,2023-07-01,398708.5565215976,398708.5565215976,330258.74647632305,438212.6533355002,88235.51373111815,125451.06849057825,90799.8745472195,2.0348326639014314,15,CHGOFF,0.08711715713448798,1,0.3483496122830222
81,2010-10-01,273465.7154808267,273465.7154808267,262207.0132185941,865242.1072558287,514384.2739443287,191736.59049583704,88072.4246794374,3.428119328618454,0,PIF,0.04625087479286138,0,0.0
82,2004-01-01,291419.56568851287,291419.56568851287,225083.17406425328,497551.61758976884,110534.85612731817,88481.74759203207,88320.52428479369,4.726731255883691,0,PIF,0.037273489606813474,0,0.0
83,2020-10-01,484437.17906678095,484437.17906678095,398771.2682966205,464981.41599388537,281035.13058591256,88856.028824476,140045.96938517812,4.116494123601415,0,PIF,0.09031014336028152,0,0.0
84,2015-07-01,483610.96049996914,483610.96049996914,319801.4488305734,691944.5270702534,319739.1034530863,30187.292788553117,43264.29105167879,3.9828421006897097,0,PIF,0.1003915405096173,0,0.0
85,2017-07-01,435038.9547660816,435038.9547660816,346233.57003225276,390818.5980821635,84138.37660036067,16734.91764995624,25177.299717760427,2.3209293782308635,0,PIF,0.034716267419739044,0,0.0
86,2002-04-01,134424.1817442651,134424.1817442651,136713.83006782713,430487.6389022511,287778.1643375244,56455.82044556144,86381.89398952064,1.4468295191006342,0,PIF,0.07990250501899236,0,0.0
87,2007-10-01,317422.71243571094,317422.71243571094,138379.71175505032,356297.13988872763,261863.57574969114,100844.44484921807,92849.0639592994,4.567757624481008,0,PIF,0.15341742933364624,0,0.0
88,2019-01-01,445166.34109499183,445166.34109499183,496594.03421663714,203754.19937010092,58955.93750078646,106459.65426394892,118003.7156003212,3.003414020066515,0,PIF,0.04780489685429583,0,0.0
89,2020-10-01,218508.771402022,218508.771402022,143053.66918577117,665323.5556461735,469418.61915634514,51339.32253087233,57080.6830694483,1.402043384817008,0,PIF,0.1809848665843512,0,0.0
90,2010-10-01,95497.77467101323,95497.77467101323,96863.75708584447,795885.3493845714,233383.8593756014,126433.07818567123,70611.85305655573,3.1398749204687166,0,PIF,0.032217589754505026,0,0.0
91,2020-01-01,414933.3060079648,414933.3060079648,405992.64811087213,822585.9723790678,213804.20934601055,44429.116219293704,54976.54269128637,3.701640970661025,0,PIF,0.12466514579240145,0,0.0
92,2021-01-01,266793.5981129772,266793.5981129772,263422.7261590665,802258.4091909793,214917.49719890993,71980.11665112904,101366.12096357148,2.2796001184093537,0,PIF,0.10161127669701668,0,0.0
93,2009-07-01,303976.70616163034,303976.70616163034,287962.00486122497,450462.7179991542,283459.4200358264,47184.807885972215,59233.68199150999,1.0369957267345433,0,PIF,0.24681113839347418,0,0.0
94,2022-04-01,491964.93334303,491964.93334303,621445.9979887627,312934.2776066209,241908.4127992132,142366.08399812612,205626.78208808563,3.4864278485910485,0,PIF,0.0744029282413904,0,0.0
95,2007-01-01,323245.14372233243,323245.14372233243,277185.86122672533,603097.4746726751,378452.6884064073,108148.77656223925,61260.63389318667,1.16038207371794,0,PIF,0.08303607632336385,0,0.0
96,2005-10-01,241240.72354974563,241240.72354974563,255494.96338650808,862858.027762946,688113.0229791598,149859.20882379694,219689.48273411972,2.731173163484749,15,PIF,0.23800014828912844,0,0.0
97,2017-01-01,216492.965531239,216492.965531239,224049.52218839832,676181.5314982561,421384.0731899213,20877.15222241344,14434.382559222946,4.299100912507388,15,PIF,0.017804005438069814,0,0.0
98,2015-10-01,237928.68169432052,237928.68169432052,145764.82254777793,485775.82050392835,382721.87958433066,90818.79524467688,147812.81606177648,4.995390529369921,60,CHGOFF,0.4,1,0.47495213120660396
99,2003-04-01,103279.58743040095,103279.58743040095,67645.57414121537,644823.0311010275,600470.8139604592,193722.1300064699,143916.91375001453,2.48121165593667,0,PIF,0.4,0,0.0
100,2020-10-01,407637.7512879073,407637.7512879073,318615.93927546014,713481.0882126054,330176.1066211389,20187.707794209087,21980.160988170242,1.0805077060007884,0,PIF,0.1343547021314592,0,0.0
101,2004-10-01,426972.5861841685,426972.5861841685,277501.4976667485,833800.794289018,225087.64411860812,89491.9510422328,96845.75660778896,2.9716124077550883,0,PIF,0.1133824252283473,0,0.0
102,2020-01-01,177978.710558034,177978.710558034,129936.70169146416,705836.9182571664,182329.99239111348,17675.661582567907,13723.214824487024,2.105101589727969,0,PIF,0.07311054889986734,0,0.0
103,2000-01-01,186708.47828447484,186708.47828447484,140379.48647993623,435216.2556214426,273308.0082908829,37864.13098445199,34319.799109694104,4.571100054356769,0,PIF,0.07341788662562422,0,0.0
104,2019-10-01,443450.4153506659,443450.4153506659,418385.7574675569,304357.345141697,178865.47108534645,97880.02579887978,64584.71074234194,3.846012601310776,0,PIF,0.041392423397971646,0,0.0
105,2019-07-01,60786.65998757996,60786.65998757996,36344.40713118354,489902.9650782648,145691.41133778563,39927.54555996999,47838.82842415365,2.61729307522381,0,CHGOFF,0.1238255712260477,1,0.6606999233083162
106,2019-07-01,284205.8496952525,284205.8496952525,319408.3477081186,349105.91457648686,298724.33498211775,108563.53074313019,182195.5768339351,4.048112923672678,0,PIF,0.07060922176844292,0,0.0
107,2016-07-01,258654.07160667545,258654.07160667545,205315.1327820808,853066.9660040075,780896.3872258001,185319.0197263132,156270.37481770964,2.36482347569173,60,PIF,0.0484504892572703,0,0.0
108,2011-10-01,360557.0463103069,360557.0463103069,373399.98031842493,496531.99162896903,175063.53280969942,48077.43605751108,53427.86111130367,3.0870543404551594,0,PIF,0.04134461347170308,0,0.0
109,2017-07-01,123526.26506725451,123526.26506725451,58464.762999841165,467086.1954904868,147368.65820877353,30365.43684531758,48786.1085428891,4.691141119196681,0,PIF,0.1322677900147884,0,0.0
110,2006-10-01,350748.8333578192,350748.8333578192,288655.36568003014,365520.8988869876,117382.46103066737,166802.54677676086,172390.20953309097,1.8006290649481178,0,PIF,0.03457018212118579,0,0.0
111,2019-07-01,219530.3035436944,219530.3035436944,93387.65963575272,604313.7320391122,277946.38018993655,97451.27100861349,152390.8341696119,2.2522320076268243,0,CHGOFF,0.04479247955297057,1,0.620501237248386
112,2013-10-01,328421.6501763389,328421.6501763389,331153.7874650048,506442.0484691772,421654.40204475104,177696.1087803862,182129.08138735822,4.542373650107837,30,CHGOFF,0.08262633465666527,1,0.34948403414941487
113,2011-04-01,68042.75444274917,68042.75444274917,48265.38410884868,185820.11677657036,116466.19362328124,68163.42598642356,69277.17910858744,2.847513441241647,15,PIF,0.03771016508677153,0,0.0
114,2012-07-01,257777.23873302923,257777.23873302923,323337.08784499386,792750.4048810055,161754.96901789118,129231.08098554703,80140.83879540686,2.2715553146943153,0,PIF,0.0048634307313571105,0,0.0
115,2014-01-01,285012.9022920674,285012.9022920674,197146.78571284568,374390.5223579147,197821.68776323827,185429.57531731622,106616.50859884474,1.149194680735762,0,PIF,0.014530913117545452,0,0.0
116,2000-10-01,146446.88128474395,146446.88128474395,132889.60638707405,434714.3125656865,96621.92727721998,42622.201895102124,53537.553528965065,2.6758121503476042,0,CHGOFF,0.0940164384082816,1,0.3977217583708596
117,2003-04-01,112830.64438060432,112830.64438060432,71269.3431713082,248646.98646413485,118100.18021553794,162138.42626802664,252654.94847347293,3.0024044454752365,0,PIF,0.11151291299449799,0,0.0
118,2006-01-01,134813.43635553564,134813.43635553564,129164.9375344848,533786.5302466692,252382.87285278417,129988.18247057419,76637.013356765,2.6253314692843492,0,PIF,0.042583185801973046,0,0.0
119,2002-10-01,204863.4851285066,204863.4851285066,168057.32524721508,655685.151191438,438444.9451916763,164459.88147914014,275327.47210794943,2.1098369350822352,0,PIF,0.21230201345049793,0,0.0
120,2010-10-01,93564.56718723715,93564.56718723715,68635.73246251428,802555.5629132704,473157.2046377913,42431.73554109055,38291.74419768132,2.4765206942154645,0,PIF,0.021776257258499344,0,0.0
121,2016-07-01,476293.908078322,476293.908078322,277831.95972792443,122318.28527725537,103946.5468026249,92476.42936403234,92047.34697412881,3.569779194214879,0,PIF,0.03936234062294042,0,0.0
122,2016-04-01,232247.32767311778,232247.32767311778,116209.41177354366,878132.1659534902,143153.23401727946,34479.07341062101,56967.52367903629,4.56511887985201,0,PIF,0.1033036201233128,0,0.0
123,2011-10-01,414036.32112803706,414036.32112803706,210285.41249430738,657130.5484566925,505464.19864281645,192415.60051721928,318412.22782895126,3.5987032903100076,0,PIF,0.10299398558893204,0,0.0
124,2021-04-01,488487.705398981,488487.705398981,634611.9713373334,313124.92121744424,52644.65116398938,21911.42736242555,24865.140964731247,3.5846497438950644,0,PIF,0.070938430075923,0,0.0
125,2014-01-01,86330.8760012326,86330.8760012326,66567.98201135405,247669.29911145216,97440.99370310627,22441.845618933774,17672.300866190028,4.267499447923511,0,PIF,0.05741442657762229,0,0.0
126,2001-10-01,343251.2605707473,343251.2605707473,137896.6414223503,322792.0932967703,275577.45860970544,180649.67651452342,115745.00468696642,1.6605711109330654,0,PIF,0.18940935483948376,0,0.0
127,2019-01-01,442134.0890335463,442134.0890335463,556043.7080949631,798095.1163664828,560527.2104035495,67144.80814615825,52387.18951193135,2.204390517832554,0,PIF,0.06421921135574665,0,0.0
128,2014-04-01,335405.4952850277,335405.4952850277,140193.43685786298,318939.94202067936,91726.27980377963,123433.80624095853,184271.6578191641,1.2023639318994839,0,CHGOFF,0.10754227940135383,1,0.7809417057168173
129,2015-10-01,243061.75461083572,243061.75461083572,188792.75216406715,459513.3303369333,249344.63182475793,64620.35049238829,55213.38016486744,2.3985511874929624,0,CHGOFF,0.2388706481593375,1,0.5258933636604743
130,2014-01-01,243984.36093707223,243984.36093707223,255141.72364458026,658705.2044786307,479223.41358786065,133264.091369231,182889.7793542016,4.995295129066022,0,PIF,0.11314815064271853,0,0.0
131,2013-10-01,66154.49870331152,66154.49870331152,80916.16855458188,795031.6882535862,715428.8678282696,46569.18016130517,31354.15122904493,2.3172495814623035,0,PIF,0.1375411089264429,0,0.0
132,2002-04-01,290570.3380801739,290570.3380801739,302657.38487480185,620028.3531238054,407641.9557707949,97185.19702977917,103978.93656318176,4.439091984103628,0,PIF,0.05942378394024462,0,0.0
133,2013-10-01,497094.34855408134,497094.34855408134,406256.9077660566,697549.5411582266,118402.28871207709,111363.51320827495,99441.90462320528,1.3431108557217297,0,PIF,0.06918389622918529,0,0.0
134,2019-10-01,481418.38668737037,481418.38668737037,614770.2375702191,222127.9729626836,122117.40488841756,73392.1491545547,81102.52671068815,2.8388494533439976,0,PIF,0.21455083586900528,0,0.0
135,2007-07-01,68179.65297897343,68179.65297897343,29684.564893089515,799474.4187067338,217752.2968544314,57823.11614110089,69267.6643077716,2.4058514615265465,0,PIF,0.0606406451756884,0,0.0
136,2015-01-01,367608.6516332697,367608.6516332697,473554.56134745426,306089.73056685075,57613.32337020674,36639.2668575312,65485.68959379202,1.8063314529256624,0,PIF,0.08208685432531748,0,0.0
137,2000-10-01,185794.19001361888,185794.19001361888,216348.4898241198,185270.09452634287,116499.4116689343,144167.42389850476,239296.7405846088,2.490025028227456,0,PIF,0.07733074956065997,0,0.0
138,2008-07-01,456345.11903276155,456345.11903276155,564059.4589278748,880520.3180793488,679354.4642889358,41973.716038940416,57680.82911564149,3.6051124456557884,0,PIF,0.17893332312746157,0,0.0
139,2010-10-01,70301.63556917534,70301.63556917534,44240.48052845251,245344.738872412,43879.52488834935,65504.014325747485,40300.746024859545,2.9612322995563716,0,PIF,0.06006249425806469,0,0.0
140,2024-07-01,471143.34590498626,471143.34590498626,248863.69390646124,192054.61546394072,149201.7412131531,74012.66527713831,124832.72019950801,4.377336124833847,0,PIF,0.10941039564690763,0,0.0
141,2005-04-01,426864.0847044996,426864.0847044996,425576.5565217432,593337.1380834649,424301.50109988544,96329.69142613732,158907.43363805293,4.6197864273933495,0,PIF,0.09473300681162428,0,0.0
142,2006-10-01,102876.97201367069,102876.97201367069,88913.84007368564,341467.78258679813,256643.60357777722,143488.05291451272,235519.10933736633,2.9275713246777793,0,CHGOFF,0.2746359862301711,1,0.44079778122440044
143,2010-01-01,76920.95179278463,76920.95179278463,66986.70045626692,189346.3482480045,65472.691186316246,91309.57558420404,97758.18744813687,4.926905256604479,0,PIF,0.1703288417031966,0,0.0
144,2024-10-01,425618.44894712116,425618.44894712116,524428.8621303581,572919.3161170183,266336.6487680021,175507.78807274185,112147.61540359499,1.2880830541463357,30,PIF,0.019148446853109728,0,0.0
