date,real_gdp,unemployment_rate
2003-10-01,12380.150075218255,5.181853807429412
2003-11-01,12492.768857919198,4.908817301147856
2003-12-01,12567.666285141098,4.910788668945375
2004-01-01,12602.930356220579,5.153594509813486
2004-02-01,12769.581711570288,5.198708858585448
2004-03-01,12873.226849288996,4.9926563250046
2004-04-01,12874.682113435432,4.8945472023295595
2004-05-01,12939.675223702901,4.824354371947174
2004-06-01,13028.886249869025,4.869386395888268
2004-07-01,13076.679221117463,4.858835870257263
2004-08-01,13168.07780800852,4.8862631092072935
2004-09-01,13218.450461761662,4.94723166003763
2004-10-01,13305.609964309764,4.887580664342605
2004-11-01,13432.179095663763,4.852317764114034
2004-12-01,13444.134505044136,4.92833849748793
2005-01-01,13501.149070293543,4.922565462911308
2005-02-01,13520.218358578913,5.028409415999481
2005-03-01,13569.085070319376,5.305864622546939
2005-04-01,13544.645414053704,5.393189794236278
2005-05-01,13551.093635999589,5.368774333711534
2005-06-01,13576.269472896658,5.075677626997474
2005-07-01,13658.965575992159,5.103789751109041
2005-08-01,13753.693735522187,4.770737632970205
2005-09-01,13711.380430830795,4.648383913440954
2005-10-01,13696.404784443363,4.868059859035116
2005-11-01,13758.704796651999,4.987397020631425
2005-12-01,13674.395591785129,5.045818211670097
2006-01-01,13672.712452196987,4.813428509562616
2006-02-01,13689.599114179126,4.805831451171687
2006-03-01,13779.323754422574,4.710712228137704
2006-04-01,13837.105388899125,4.846084643592048
2006-05-01,13837.71952422233,5.237476461139699
2006-06-01,13835.015564258805,5.2659578053815705
2006-07-01,13837.951007221245,5.137470066216589
2006-08-01,13938.272440950266,4.913268972185344
2006-09-01,13929.83907358398,4.9527048932109246
2006-10-01,13927.78704243345,4.964458675453882
2006-11-01,13961.870785705685,4.807484593878801
2006-12-01,13969.302562235522,4.879556863086245
2007-01-01,13972.291969750702,4.753274318731933
2007-02-01,13924.002002638876,5.014748249959982
2007-03-01,13937.373575225758,5.194251000252508
2007-04-01,13926.88695151827,5.36384532256668
2007-05-01,14006.425049747579,5.222472007593383
2007-06-01,14058.147511075713,5.266737156599075
2007-07-01,14072.580346511942,5.228702935534543
2007-08-01,14126.737860083265,5.135288147539611
2007-09-01,14124.984000014358,5.095116291314065
2007-10-01,14202.851798841231,4.871789390555708
2007-11-01,14222.166598554924,4.693562035202805
2007-12-01,14276.21635426401,4.85827184205969
2008-01-01,14224.77113555518,4.909674244410782
2008-02-01,14268.119900013307,4.961307524682109
2008-03-01,14197.00441181943,5.187241736465741
2008-04-01,14108.160456078924,4.979249095795237
2008-05-01,14119.260586640858,4.888447916799825
2008-06-01,14098.53998182769,4.973221290039366
2008-07-01,14139.730508266954,5.042679382872369
2008-08-01,14300.683353556144,4.918652142156219
2008-09-01,14289.537616832717,5.1214662849699
2008-10-01,14292.39165096756,5.163207751566067
2008-11-01,14344.832432780886,4.957366150295695
2008-12-01,14416.200181143213,4.814345430521082
2009-01-01,14451.608231963475,4.973365241082872
2009-02-01,14487.726724787628,5.0569410012555265
2009-03-01,14578.943958353268,4.743171281365491
2009-04-01,14662.493918793183,4.968005514316389
2009-05-01,14657.838880199724,5.095048576390076
2009-06-01,14711.589940752892,5.282956320354897
2009-07-01,14774.725147150168,5.178625512746061
2009-08-01,14776.181670000342,5.136687096149303
2009-09-01,14857.761557190825,4.933047150560946
2009-10-01,14875.791956829824,5.34392124105213
2009-11-01,15005.141609390688,5.226452424949256
2009-12-01,15091.229465205155,5.414716749485497
2010-01-01,15173.924567969581,5.241577932276261
2010-02-01,15218.097233099395,5.236628698617451
2010-03-01,15293.420418246496,4.940834883234313
2010-04-01,15256.371420390953,4.941659937748065
2010-05-01,15274.410432159295,5.1185150472137995
2010-06-01,15385.817283744978,4.884626678437298
2010-07-01,15346.686405850518,5.113113275380953
2010-08-01,15492.172053920582,5.100892445967773
2010-09-01,15480.168780652079,4.96536430849528
2010-10-01,15624.843513540778,4.850553582878397
2010-11-01,15672.327116082684,4.809798845952969
2010-12-01,15823.276315205707,4.783848515775575
2011-01-01,15936.03765704389,4.70883928000421
2011-02-01,15944.547503656118,4.65414820162619
2011-03-01,16131.872189233678,4.5963497310953345
2011-04-01,16334.824507475894,4.432217182220359
2011-05-01,16442.702656067766,4.301122165632346
2011-06-01,16538.338180478604,4.382197049686424
2011-07-01,16642.66293555048,4.586834182090033
2011-08-01,16693.812288561654,4.424816198634783
2011-09-01,16883.88203739044,4.4505348658642845
2011-10-01,16965.393920974868,4.426838864625871
2011-11-01,17080.64681058789,4.341893933280547
2011-12-01,17145.801748768306,4.568109111387358
2012-01-01,17222.336875836565,4.549457032587739
2012-02-01,17253.825463179033,4.85715687083378
2012-03-01,17459.657546735743,4.696170242717975
2012-04-01,17568.574082904594,4.779814542602754
2012-05-01,17755.90028433829,4.723449327244747
2012-06-01,17876.425590603674,4.62752544294565
2012-07-01,17945.862422295762,4.7704737371826855
2012-08-01,18040.512609985544,4.7694616371043175
2012-09-01,18117.20508594472,4.890514977851926
2012-10-01,18233.649757151077,4.878425623214707
2012-11-01,18320.99649766396,4.725466025293242
2012-12-01,18412.248707454313,4.741489775855112
2013-01-01,18422.34515441501,4.813672745633902
2013-02-01,18472.290476242695,4.9937022589271685
2013-03-01,18701.801609358718,4.789309633491943
2013-04-01,18757.67791075739,4.821111713198517
2013-05-01,18782.352545945203,4.609139611604804
2013-06-01,18908.86164990473,4.741608386821812
2013-07-01,19114.314832067448,4.561221128570832
2013-08-01,19100.29589353077,4.391951440406167
2013-09-01,19178.445872163426,4.471543730945621
2013-10-01,19221.3586878845,4.7287644799972055
2013-11-01,19174.447857205098,4.5903072255883295
2013-12-01,19315.938424863703,4.459522837271878
2014-01-01,19396.6824477115,4.425661769763544
2014-02-01,19481.900055076036,4.337240715497465
2014-03-01,19500.052480314574,4.516114723724413
2014-04-01,19609.129598039577,4.45284293208426
2014-05-01,19637.59411628191,4.445076520267198
2014-06-01,19694.005400064976,4.622829917216765
2014-07-01,19671.324730050997,4.6052914628938835
2014-08-01,19637.024942664175,4.773363910146925
2014-09-01,19800.110136356565,4.625211669431848
2014-10-01,19815.548859166167,4.5233713087805025
2014-11-01,19891.320299310828,4.318957518546265
2014-12-01,19938.563502341844,4.71129377899406
2015-01-01,19950.593551396858,4.731734010475036
2015-02-01,19954.560476054306,4.836973214692651
2015-03-01,20046.73489644409,4.849816079999524
2015-04-01,20062.080375469814,4.920214049889158
2015-05-01,20087.107940264395,4.959654866649414
2015-06-01,20123.849584309686,5.267306267113952
2015-07-01,20251.43850220309,5.05064986292858
2015-08-01,20337.65731835467,4.805373732523499
2015-09-01,20398.153730094025,4.688976915968368
2015-10-01,20379.930573293546,4.572571009935955
2015-11-01,20293.476748892324,4.812666513782687
2015-12-01,20395.29155701177,4.953686308125038
2016-01-01,20497.810555380212,4.80622322000278
2016-02-01,20509.054675621326,4.652335952477927
2016-03-01,20575.471352645985,4.655358801422401
2016-04-01,20661.17166552363,4.912402211886164
2016-05-01,20750.878222585296,4.497872113152374
2016-06-01,20848.18852039366,4.644669676091487
2016-07-01,20831.042110744278,4.57318547033885
2016-08-01,20978.219400550064,4.766740426236096
2016-09-01,20895.011991925276,4.7017717420532295
2016-10-01,20988.845101192055,4.697768053022396
2016-11-01,21052.9125635354,4.522741356297969
2016-12-01,21150.032680347318,4.440836323454526
2017-01-01,21333.73201563985,4.693102474614541
2017-02-01,21486.6276829302,4.834889102558164
2017-03-01,21416.07587811655,4.855673686669899
2017-04-01,21300.835056241704,4.81984512089987
2017-05-01,21401.4977129483,4.554991193863578
2017-06-01,21347.79192833134,4.612769531810283
2017-07-01,21381.968673827258,4.683411014897195
2017-08-01,21491.373645433086,4.707357664176952
2017-09-01,21390.293787063245,4.804811432049737
2017-10-01,21252.383902162885,4.7473967643274495
2017-11-01,21319.471247366815,4.780092587599645
2017-12-01,21371.27198337842,4.817839786059589
2018-01-01,21401.342836832016,5.0574915721373594
2018-02-01,21458.85838470929,5.33737806417485
2018-03-01,21442.525004017276,5.30231218956256
2018-04-01,21373.449741806235,5.197790784916845
2018-05-01,21423.061691056122,5.169805286002073
2018-06-01,21407.19479951046,5.089116464808311
2018-07-01,21337.26334709836,5.020517735423911
2018-08-01,21454.470428827313,4.9946979921139505
2018-09-01,21527.191055328978,4.841881367985312
2018-10-01,21644.022316994153,4.943097987824947
2018-11-01,21644.246888668204,4.965962951750584
2018-12-01,21676.75528235834,5.02655422262823
2019-01-01,21683.349608136203,5.022696389056322
2019-02-01,21703.278706600697,4.932850988757545
2019-03-01,21820.718175245867,4.787440290497667
2019-04-01,21856.929884825277,4.80045676276926
2019-05-01,21996.270722945817,4.727073132592929
2019-06-01,22138.507776415685,4.781366028674706
2019-07-01,22434.303590184038,4.736607208429852
2019-08-01,22430.681875917548,4.603061606554382
2019-09-01,22634.94010647951,4.629820976440951
2019-10-01,22755.7361843296,4.471225099196281
2019-11-01,22887.113793079043,4.441882616536169
2019-12-01,22890.758463086724,4.510173218628274
2020-01-01,22987.839986175197,4.268427609324675
2020-02-01,23198.670055941122,4.34851859595846
2020-03-01,23337.366020912803,4.45105937240186
2020-04-01,23494.55650112902,4.485812271437481
2020-05-01,23620.108327104143,4.486541889955441
2020-06-01,23884.952612956924,4.447818763214708
2020-07-01,24042.30989471532,4.361459951965865
2020-08-01,23992.872970334993,4.463235878642297
2020-09-01,24089.805263803573,4.458538363988316
2020-10-01,24065.412005561284,4.59161119220153
2020-11-01,23918.667316221214,4.5510310411940695
2020-12-01,24034.05091681712,4.645122888269763
2021-01-01,24329.815424712386,4.651388797310986
2021-02-01,24504.46687192341,4.655018096559139
2021-03-01,24561.04275731232,4.652414267663731
2021-04-01,24640.519719425043,4.791515949215544
2021-05-01,24924.17171990747,4.511005437932247
2021-06-01,25113.617812216413,4.622615437252926
2021-07-01,25292.789912689947,4.688603061995878
2021-08-01,25462.03934171314,4.754286184568996
2021-09-01,25640.60673004478,4.822535483923099
2021-10-01,25897.687344128448,4.700898038310913
2021-11-01,26129.51058642738,4.66523229476999
2021-12-01,26326.321825235318,4.780749047495578
2022-01-01,26389.971136038897,4.888890927595357
2022-02-01,26615.486099588183,4.8982003653927455
2022-03-01,26713.117136054243,4.686976640645561
2022-04-01,26998.3411395946,4.759194800417934
2022-05-01,27028.237451035708,4.991877518528536
2022-06-01,27177.539254319356,5.13035526007396
2022-07-01,27338.469160785964,5.128512235375783
2022-08-01,27352.759579217654,4.901401833776048
2022-09-01,27696.693493674844,4.986981188565593
2022-10-01,28012.085992065924,4.905746854252289
2022-11-01,28111.42403133395,4.541636827692602
2022-12-01,28345.817165324595,4.630268391119467
2023-01-01,28533.25356229075,4.4390024550317
2023-02-01,28375.94475714904,4.402791395523402
2023-03-01,28540.043713763473,4.3808646076008575
2023-04-01,28664.87861061837,4.659631384131319
2023-05-01,28802.135352136527,4.646753277112079
2023-06-01,28801.6342742194,4.77052820169685
2023-07-01,28889.377485536046,5.072772434739842
2023-08-01,28983.10010159488,5.305007517661749
2023-09-01,29230.70572372137,5.205408550133096
2023-10-01,29375.7655133735,5.128668454039964
2023-11-01,29476.75820227077,4.922733915697234
2023-12-01,29754.223823522058,4.784850873961167
2024-01-01,29781.45781492645,4.903604608361307
2024-02-01,29823.758609924487,4.996060542968544
2024-03-01,29691.22280081011,5.078738934891414
2024-04-01,29956.901811697488,5.1745638180823335
2024-05-01,30148.076577047726,5.0114707625245005
2024-06-01,30330.4412235962,4.982946953696222
2024-07-01,30479.648849504123,5.085836144843663
2024-08-01,30557.434646874783,5.170166154057417
2024-09-01,30644.428612184507,5.312507896100833
2024-10-01,30670.67916943797,5.348331831805879
2024-11-01,30699.40320387115,5.27217942762567
2024-12-01,30756.54631098881,5.300790351093386
